,Date,GDP,Unemployment Rate,Consumer Price Index,Federal Funds Rate,10-Year Treasury Constant Maturity Rate
1184,2021-03-30,20990.541,6.1,264.91,0.07,1.61
1185,2021-03-31,20990.541,6.1,264.91,0.07,1.61
1186,2021-04-01,21309.544,6.1,266.752,0.07,1.64
1187,2021-04-02,21309.544,6.1,266.752,0.07,1.64
1188,2021-04-03,21309.544,6.1,266.752,0.07,1.64
1189,2021-04-04,21309.544,6.1,266.752,0.07,1.64
1190,2021-04-05,21309.544,6.1,266.752,0.07,1.64
1191,2021-04-06,21309.544,6.1,266.752,0.07,1.64
1192,2021-04-07,21309.544,6.1,266.752,0.07,1.64
1193,2021-04-08,21309.544,6.1,266.752,0.07,1.64
1194,2021-04-09,21309.544,6.1,266.752,0.07,1.64
1195,2021-04-10,21309.544,6.1,266.752,0.07,1.64
1196,2021-04-11,21309.544,6.1,266.752,0.07,1.64
1197,2021-04-12,21309.544,6.1,266.752,0.07,1.64
1198,2021-04-13,21309.544,6.1,266.752,0.07,1.64
1199,2021-04-14,21309.544,6.1,266.752,0.07,1.64
1200,2021-04-15,21309.544,6.1,266.752,0.07,1.64
1201,2021-04-16,21309.544,6.1,266.752,0.07,1.64
1202,2021-04-17,21309.544,6.1,266.752,0.07,1.64
1203,2021-04-18,21309.544,6.1,266.752,0.07,1.64
1204,2021-04-19,21309.544,6.1,266.752,0.07,1.64
1205,2021-04-20,21309.544,6.1,266.752,0.07,1.64
1206,2021-04-21,21309.544,6.1,266.752,0.07,1.64
1207,2021-04-22,21309.544,6.1,266.752,0.07,1.64
1208,2021-04-23,21309.544,6.1,266.752,0.07,1.64
1209,2021-04-24,21309.544,6.1,266.752,0.07,1.64
1210,2021-04-25,21309.544,6.1,266.752,0.07,1.64
1211,2021-04-26,21309.544,6.1,266.752,0.07,1.64
1212,2021-04-27,21309.544,6.1,266.752,0.07,1.64
1213,2021-04-28,21309.544,6.1,266.752,0.07,1.64
1214,2021-04-29,21309.544,6.1,266.752,0.07,1.64
1215,2021-04-30,21309.544,6.1,266.752,0.07,1.64
1216,2021-05-01,21309.544,5.8,268.452,0.06,1.62
1217,2021-05-02,21309.544,5.8,268.452,0.06,1.62
1218,2021-05-03,21309.544,5.8,268.452,0.06,1.62
1219,2021-05-04,21309.544,5.8,268.452,0.06,1.62
1220,2021-05-05,21309.544,5.8,268.452,0.06,1.62
1221,2021-05-06,21309.544,5.8,268.452,0.06,1.62
1222,2021-05-07,21309.544,5.8,268.452,0.06,1.62
1223,2021-05-08,21309.544,5.8,268.452,0.06,1.62
1224,2021-05-09,21309.544,5.8,268.452,0.06,1.62
1225,2021-05-10,21309.544,5.8,268.452,0.06,1.62
1226,2021-05-11,21309.544,5.8,268.452,0.06,1.62
1227,2021-05-12,21309.544,5.8,268.452,0.06,1.62
1228,2021-05-13,21309.544,5.8,268.452,0.06,1.62
1229,2021-05-14,21309.544,5.8,268.452,0.06,1.62
1230,2021-05-15,21309.544,5.8,268.452,0.06,1.62
1231,2021-05-16,21309.544,5.8,268.452,0.06,1.62
1232,2021-05-17,21309.544,5.8,268.452,0.06,1.62
1233,2021-05-18,21309.544,5.8,268.452,0.06,1.62
1234,2021-05-19,21309.544,5.8,268.452,0.06,1.62
1235,2021-05-20,21309.544,5.8,268.452,0.06,1.62
1236,2021-05-21,21309.544,5.8,268.452,0.06,1.62
1237,2021-05-22,21309.544,5.8,268.452,0.06,1.62
1238,2021-05-23,21309.544,5.8,268.452,0.06,1.62
1239,2021-05-24,21309.544,5.8,268.452,0.06,1.62
1240,2021-05-25,21309.544,5.8,268.452,0.06,1.62
1241,2021-05-26,21309.544,5.8,268.452,0.06,1.62
1242,2021-05-27,21309.544,5.8,268.452,0.06,1.62
1243,2021-05-28,21309.544,5.8,268.452,0.06,1.62
1244,2021-05-29,21309.544,5.8,268.452,0.06,1.62
1245,2021-05-30,21309.544,5.8,268.452,0.06,1.62
1246,2021-05-31,21309.544,5.8,268.452,0.06,1.62
1247,2021-06-01,21309.544,5.9,270.664,0.08,1.52
1248,2021-06-02,21309.544,5.9,270.664,0.08,1.52
1249,2021-06-03,21309.544,5.9,270.664,0.08,1.52
1250,2021-06-04,21309.544,5.9,270.664,0.08,1.52
1251,2021-06-05,21309.544,5.9,270.664,0.08,1.52
1252,2021-06-06,21309.544,5.9,270.664,0.08,1.52
1253,2021-06-07,21309.544,5.9,270.664,0.08,1.52
1254,2021-06-08,21309.544,5.9,270.664,0.08,1.52
1255,2021-06-09,21309.544,5.9,270.664,0.08,1.52
1256,2021-06-10,21309.544,5.9,270.664,0.08,1.52
1257,2021-06-11,21309.544,5.9,270.664,0.08,1.52
1258,2021-06-12,21309.544,5.9,270.664,0.08,1.52
1259,2021-06-13,21309.544,5.9,270.664,0.08,1.52
1260,2021-06-14,21309.544,5.9,270.664,0.08,1.52
1261,2021-06-15,21309.544,5.9,270.664,0.08,1.52
1262,2021-06-16,21309.544,5.9,270.664,0.08,1.52
1263,2021-06-17,21309.544,5.9,270.664,0.08,1.52
1264,2021-06-18,21309.544,5.9,270.664,0.08,1.52
1265,2021-06-19,21309.544,5.9,270.664,0.08,1.52
1266,2021-06-20,21309.544,5.9,270.664,0.08,1.52
1267,2021-06-21,21309.544,5.9,270.664,0.08,1.52
1268,2021-06-22,21309.544,5.9,270.664,0.08,1.52
1269,2021-06-23,21309.544,5.9,270.664,0.08,1.52
1270,2021-06-24,21309.544,5.9,270.664,0.08,1.52
1271,2021-06-25,21309.544,5.9,270.664,0.08,1.52
1272,2021-06-26,21309.544,5.9,270.664,0.08,1.52
1273,2021-06-27,21309.544,5.9,270.664,0.08,1.52
1274,2021-06-28,21309.544,5.9,270.664,0.08,1.52
1275,2021-06-29,21309.544,5.9,270.664,0.08,1.52
1276,2021-06-30,21309.544,5.9,270.664,0.08,1.52
1277,2021-07-01,21483.083,5.4,271.994,0.1,1.32
1278,2021-07-02,21483.083,5.4,271.994,0.1,1.32
1279,2021-07-03,21483.083,5.4,271.994,0.1,1.32
1280,2021-07-04,21483.083,5.4,271.994,0.1,1.32
1281,2021-07-05,21483.083,5.4,271.994,0.1,1.32
1282,2021-07-06,21483.083,5.4,271.994,0.1,1.32
1283,2021-07-07,21483.083,5.4,271.994,0.1,1.32
1284,2021-07-08,21483.083,5.4,271.994,0.1,1.32
1285,2021-07-09,21483.083,5.4,271.994,0.1,1.32
1286,2021-07-10,21483.083,5.4,271.994,0.1,1.32
1287,2021-07-11,21483.083,5.4,271.994,0.1,1.32
1288,2021-07-12,21483.083,5.4,271.994,0.1,1.32
1289,2021-07-13,21483.083,5.4,271.994,0.1,1.32
1290,2021-07-14,21483.083,5.4,271.994,0.1,1.32
1291,2021-07-15,21483.083,5.4,271.994,0.1,1.32
1292,2021-07-16,21483.083,5.4,271.994,0.1,1.32
1293,2021-07-17,21483.083,5.4,271.994,0.1,1.32
1294,2021-07-18,21483.083,5.4,271.994,0.1,1.32
1295,2021-07-19,21483.083,5.4,271.994,0.1,1.32
1296,2021-07-20,21483.083,5.4,271.994,0.1,1.32
1297,2021-07-21,21483.083,5.4,271.994,0.1,1.32
1298,2021-07-22,21483.083,5.4,271.994,0.1,1.32
1299,2021-07-23,21483.083,5.4,271.994,0.1,1.32
1300,2021-07-24,21483.083,5.4,271.994,0.1,1.32
1301,2021-07-25,21483.083,5.4,271.994,0.1,1.32
1302,2021-07-26,21483.083,5.4,271.994,0.1,1.32
1303,2021-07-27,21483.083,5.4,271.994,0.1,1.32
1304,2021-07-28,21483.083,5.4,271.994,0.1,1.32
1305,2021-07-29,21483.083,5.4,271.994,0.1,1.32
1306,2021-07-30,21483.083,5.4,271.994,0.1,1.32
1307,2021-07-31,21483.083,5.4,271.994,0.1,1.32
1308,2021-08-01,21483.083,5.1,272.789,0.09,1.28
1309,2021-08-02,21483.083,5.1,272.789,0.09,1.28
1310,2021-08-03,21483.083,5.1,272.789,0.09,1.28
1311,2021-08-04,21483.083,5.1,272.789,0.09,1.28
1312,2021-08-05,21483.083,5.1,272.789,0.09,1.28
1313,2021-08-06,21483.083,5.1,272.789,0.09,1.28
1314,2021-08-07,21483.083,5.1,272.789,0.09,1.28
1315,2021-08-08,21483.083,5.1,272.789,0.09,1.28
1316,2021-08-09,21483.083,5.1,272.789,0.09,1.28
1317,2021-08-10,21483.083,5.1,272.789,0.09,1.28
1318,2021-08-11,21483.083,5.1,272.789,0.09,1.28
1319,2021-08-12,21483.083,5.1,272.789,0.09,1.28
1320,2021-08-13,21483.083,5.1,272.789,0.09,1.28
1321,2021-08-14,21483.083,5.1,272.789,0.09,1.28
1322,2021-08-15,21483.083,5.1,272.789,0.09,1.28
1323,2021-08-16,21483.083,5.1,272.789,0.09,1.28
1324,2021-08-17,21483.083,5.1,272.789,0.09,1.28
1325,2021-08-18,21483.083,5.1,272.789,0.09,1.28
1326,2021-08-19,21483.083,5.1,272.789,0.09,1.28
1327,2021-08-20,21483.083,5.1,272.789,0.09,1.28
1328,2021-08-21,21483.083,5.1,272.789,0.09,1.28
1329,2021-08-22,21483.083,5.1,272.789,0.09,1.28
1330,2021-08-23,21483.083,5.1,272.789,0.09,1.28
1331,2021-08-24,21483.083,5.1,272.789,0.09,1.28
1332,2021-08-25,21483.083,5.1,272.789,0.09,1.28
1333,2021-08-26,21483.083,5.1,272.789,0.09,1.28
1334,2021-08-27,21483.083,5.1,272.789,0.09,1.28
1335,2021-08-28,21483.083,5.1,272.789,0.09,1.28
1336,2021-08-29,21483.083,5.1,272.789,0.09,1.28
1337,2021-08-30,21483.083,5.1,272.789,0.09,1.28
1338,2021-08-31,21483.083,5.1,272.789,0.09,1.28
1339,2021-09-01,21483.083,4.7,273.887,0.08,1.37
1340,2021-09-02,21483.083,4.7,273.887,0.08,1.37
1341,2021-09-03,21483.083,4.7,273.887,0.08,1.37
1342,2021-09-04,21483.083,4.7,273.887,0.08,1.37
1343,2021-09-05,21483.083,4.7,273.887,0.08,1.37
1344,2021-09-06,21483.083,4.7,273.887,0.08,1.37
1345,2021-09-07,21483.083,4.7,273.887,0.08,1.37
1346,2021-09-08,21483.083,4.7,273.887,0.08,1.37
1347,2021-09-09,21483.083,4.7,273.887,0.08,1.37
1348,2021-09-10,21483.083,4.7,273.887,0.08,1.37
1349,2021-09-11,21483.083,4.7,273.887,0.08,1.37
1350,2021-09-12,21483.083,4.7,273.887,0.08,1.37
1351,2021-09-13,21483.083,4.7,273.887,0.08,1.37
1352,2021-09-14,21483.083,4.7,273.887,0.08,1.37
1353,2021-09-15,21483.083,4.7,273.887,0.08,1.37
1354,2021-09-16,21483.083,4.7,273.887,0.08,1.37
1355,2021-09-17,21483.083,4.7,273.887,0.08,1.37
1356,2021-09-18,21483.083,4.7,273.887,0.08,1.37
1357,2021-09-19,21483.083,4.7,273.887,0.08,1.37
1358,2021-09-20,21483.083,4.7,273.887,0.08,1.37
1359,2021-09-21,21483.083,4.7,273.887,0.08,1.37
1360,2021-09-22,21483.083,4.7,273.887,0.08,1.37
1361,2021-09-23,21483.083,4.7,273.887,0.08,1.37
1362,2021-09-24,21483.083,4.7,273.887,0.08,1.37
1363,2021-09-25,21483.083,4.7,273.887,0.08,1.37
1364,2021-09-26,21483.083,4.7,273.887,0.08,1.37
1365,2021-09-27,21483.083,4.7,273.887,0.08,1.37
1366,2021-09-28,21483.083,4.7,273.887,0.08,1.37
1367,2021-09-29,21483.083,4.7,273.887,0.08,1.37
1368,2021-09-30,21483.083,4.7,273.887,0.08,1.37
1369,2021-10-01,21847.602,4.5,276.434,0.08,1.58
1370,2021-10-02,21847.602,4.5,276.434,0.08,1.58
1371,2021-10-03,21847.602,4.5,276.434,0.08,1.58
1372,2021-10-04,21847.602,4.5,276.434,0.08,1.58
1373,2021-10-05,21847.602,4.5,276.434,0.08,1.58
1374,2021-10-06,21847.602,4.5,276.434,0.08,1.58
1375,2021-10-07,21847.602,4.5,276.434,0.08,1.58
1376,2021-10-08,21847.602,4.5,276.434,0.08,1.58
1377,2021-10-09,21847.602,4.5,276.434,0.08,1.58
1378,2021-10-10,21847.602,4.5,276.434,0.08,1.58
1379,2021-10-11,21847.602,4.5,276.434,0.08,1.58
1380,2021-10-12,21847.602,4.5,276.434,0.08,1.58
1381,2021-10-13,21847.602,4.5,276.434,0.08,1.58
1382,2021-10-14,21847.602,4.5,276.434,0.08,1.58
1383,2021-10-15,21847.602,4.5,276.434,0.08,1.58
1384,2021-10-16,21847.602,4.5,276.434,0.08,1.58
1385,2021-10-17,21847.602,4.5,276.434,0.08,1.58
1386,2021-10-18,21847.602,4.5,276.434,0.08,1.58
1387,2021-10-19,21847.602,4.5,276.434,0.08,1.58
1388,2021-10-20,21847.602,4.5,276.434,0.08,1.58
1389,2021-10-21,21847.602,4.5,276.434,0.08,1.58
1390,2021-10-22,21847.602,4.5,276.434,0.08,1.58
1391,2021-10-23,21847.602,4.5,276.434,0.08,1.58
1392,2021-10-24,21847.602,4.5,276.434,0.08,1.58
1393,2021-10-25,21847.602,4.5,276.434,0.08,1.58
1394,2021-10-26,21847.602,4.5,276.434,0.08,1.58
1395,2021-10-27,21847.602,4.5,276.434,0.08,1.58
1396,2021-10-28,21847.602,4.5,276.434,0.08,1.58
1397,2021-10-29,21847.602,4.5,276.434,0.08,1.58
1398,2021-10-30,21847.602,4.5,276.434,0.08,1.58
1399,2021-10-31,21847.602,4.5,276.434,0.08,1.58
1400,2021-11-01,21847.602,4.1,278.799,0.08,1.56
1401,2021-11-02,21847.602,4.1,278.799,0.08,1.56
1402,2021-11-03,21847.602,4.1,278.799,0.08,1.56
1403,2021-11-04,21847.602,4.1,278.799,0.08,1.56
1404,2021-11-05,21847.602,4.1,278.799,0.08,1.56
1405,2021-11-06,21847.602,4.1,278.799,0.08,1.56
1406,2021-11-07,21847.602,4.1,278.799,0.08,1.56
1407,2021-11-08,21847.602,4.1,278.799,0.08,1.56
1408,2021-11-09,21847.602,4.1,278.799,0.08,1.56
1409,2021-11-10,21847.602,4.1,278.799,0.08,1.56
1410,2021-11-11,21847.602,4.1,278.799,0.08,1.56
1411,2021-11-12,21847.602,4.1,278.799,0.08,1.56
1412,2021-11-13,21847.602,4.1,278.799,0.08,1.56
1413,2021-11-14,21847.602,4.1,278.799,0.08,1.56
1414,2021-11-15,21847.602,4.1,278.799,0.08,1.56
1415,2021-11-16,21847.602,4.1,278.799,0.08,1.56
1416,2021-11-17,21847.602,4.1,278.799,0.08,1.56
1417,2021-11-18,21847.602,4.1,278.799,0.08,1.56
1418,2021-11-19,21847.602,4.1,278.799,0.08,1.56
1419,2021-11-20,21847.602,4.1,278.799,0.08,1.56
1420,2021-11-21,21847.602,4.1,278.799,0.08,1.56
1421,2021-11-22,21847.602,4.1,278.799,0.08,1.56
1422,2021-11-23,21847.602,4.1,278.799,0.08,1.56
1423,2021-11-24,21847.602,4.1,278.799,0.08,1.56
1424,2021-11-25,21847.602,4.1,278.799,0.08,1.56
1425,2021-11-26,21847.602,4.1,278.799,0.08,1.56
1426,2021-11-27,21847.602,4.1,278.799,0.08,1.56
1427,2021-11-28,21847.602,4.1,278.799,0.08,1.56
1428,2021-11-29,21847.602,4.1,278.799,0.08,1.56
1429,2021-11-30,21847.602,4.1,278.799,0.08,1.56
1430,2021-12-01,21847.602,3.9,280.808,0.08,1.47
1431,2021-12-02,21847.602,3.9,280.808,0.08,1.47
1432,2021-12-03,21847.602,3.9,280.808,0.08,1.47
1433,2021-12-04,21847.602,3.9,280.808,0.08,1.47
1434,2021-12-05,21847.602,3.9,280.808,0.08,1.47
1435,2021-12-06,21847.602,3.9,280.808,0.08,1.47
1436,2021-12-07,21847.602,3.9,280.808,0.08,1.47
1437,2021-12-08,21847.602,3.9,280.808,0.08,1.47
1438,2021-12-09,21847.602,3.9,280.808,0.08,1.47
1439,2021-12-10,21847.602,3.9,280.808,0.08,1.47
1440,2021-12-11,21847.602,3.9,280.808,0.08,1.47
1441,2021-12-12,21847.602,3.9,280.808,0.08,1.47
1442,2021-12-13,21847.602,3.9,280.808,0.08,1.47
1443,2021-12-14,21847.602,3.9,280.808,0.08,1.47
1444,2021-12-15,21847.602,3.9,280.808,0.08,1.47
1445,2021-12-16,21847.602,3.9,280.808,0.08,1.47
1446,2021-12-17,21847.602,3.9,280.808,0.08,1.47
1447,2021-12-18,21847.602,3.9,280.808,0.08,1.47
1448,2021-12-19,21847.602,3.9,280.808,0.08,1.47
1449,2021-12-20,21847.602,3.9,280.808,0.08,1.47
1450,2021-12-21,21847.602,3.9,280.808,0.08,1.47
1451,2021-12-22,21847.602,3.9,280.808,0.08,1.47
1452,2021-12-23,21847.602,3.9,280.808,0.08,1.47
1453,2021-12-24,21847.602,3.9,280.808,0.08,1.47
1454,2021-12-25,21847.602,3.9,280.808,0.08,1.47
1455,2021-12-26,21847.602,3.9,280.808,0.08,1.47
1456,2021-12-27,21847.602,3.9,280.808,0.08,1.47
1457,2021-12-28,21847.602,3.9,280.808,0.08,1.47
1458,2021-12-29,21847.602,3.9,280.808,0.08,1.47
1459,2021-12-30,21847.602,3.9,280.808,0.08,1.47
1460,2021-12-31,21847.602,3.9,280.808,0.08,1.47
1461,2022-01-01,21738.871,4.0,282.39,0.08,1.76
1462,2022-01-02,21738.871,4.0,282.39,0.08,1.76
1463,2022-01-03,21738.871,4.0,282.39,0.08,1.76
1464,2022-01-04,21738.871,4.0,282.39,0.08,1.76
1465,2022-01-05,21738.871,4.0,282.39,0.08,1.76
1466,2022-01-06,21738.871,4.0,282.39,0.08,1.76
1467,2022-01-07,21738.871,4.0,282.39,0.08,1.76
1468,2022-01-08,21738.871,4.0,282.39,0.08,1.76
1469,2022-01-09,21738.871,4.0,282.39,0.08,1.76
1470,2022-01-10,21738.871,4.0,282.39,0.08,1.76
1471,2022-01-11,21738.871,4.0,282.39,0.08,1.76
1472,2022-01-12,21738.871,4.0,282.39,0.08,1.76
1473,2022-01-13,21738.871,4.0,282.39,0.08,1.76
1474,2022-01-14,21738.871,4.0,282.39,0.08,1.76
1475,2022-01-15,21738.871,4.0,282.39,0.08,1.76
1476,2022-01-16,21738.871,4.0,282.39,0.08,1.76
1477,2022-01-17,21738.871,4.0,282.39,0.08,1.76
1478,2022-01-18,21738.871,4.0,282.39,0.08,1.76
1479,2022-01-19,21738.871,4.0,282.39,0.08,1.76
1480,2022-01-20,21738.871,4.0,282.39,0.08,1.76
1481,2022-01-21,21738.871,4.0,282.39,0.08,1.76
1482,2022-01-22,21738.871,4.0,282.39,0.08,1.76
1483,2022-01-23,21738.871,4.0,282.39,0.08,1.76
1484,2022-01-24,21738.871,4.0,282.39,0.08,1.76
1485,2022-01-25,21738.871,4.0,282.39,0.08,1.76
1486,2022-01-26,21738.871,4.0,282.39,0.08,1.76
1487,2022-01-27,21738.871,4.0,282.39,0.08,1.76
1488,2022-01-28,21738.871,4.0,282.39,0.08,1.76
1489,2022-01-29,21738.871,4.0,282.39,0.08,1.76
1490,2022-01-30,21738.871,4.0,282.39,0.08,1.76
1491,2022-01-31,21738.871,4.0,282.39,0.08,1.76
1492,2022-02-01,21738.871,3.8,284.535,0.08,1.93
1493,2022-02-02,21738.871,3.8,284.535,0.08,1.93
1494,2022-02-03,21738.871,3.8,284.535,0.08,1.93
1495,2022-02-04,21738.871,3.8,284.535,0.08,1.93
1496,2022-02-05,21738.871,3.8,284.535,0.08,1.93
1497,2022-02-06,21738.871,3.8,284.535,0.08,1.93
1498,2022-02-07,21738.871,3.8,284.535,0.08,1.93
1499,2022-02-08,21738.871,3.8,284.535,0.08,1.93
1500,2022-02-09,21738.871,3.8,284.535,0.08,1.93
1501,2022-02-10,21738.871,3.8,284.535,0.08,1.93
1502,2022-02-11,21738.871,3.8,284.535,0.08,1.93
1503,2022-02-12,21738.871,3.8,284.535,0.08,1.93
1504,2022-02-13,21738.871,3.8,284.535,0.08,1.93
1505,2022-02-14,21738.871,3.8,284.535,0.08,1.93
1506,2022-02-15,21738.871,3.8,284.535,0.08,1.93
1507,2022-02-16,21738.871,3.8,284.535,0.08,1.93
1508,2022-02-17,21738.871,3.8,284.535,0.08,1.93
1509,2022-02-18,21738.871,3.8,284.535,0.08,1.93
1510,2022-02-19,21738.871,3.8,284.535,0.08,1.93
1511,2022-02-20,21738.871,3.8,284.535,0.08,1.93
1512,2022-02-21,21738.871,3.8,284.535,0.08,1.93
1513,2022-02-22,21738.871,3.8,284.535,0.08,1.93
1514,2022-02-23,21738.871,3.8,284.535,0.08,1.93
1515,2022-02-24,21738.871,3.8,284.535,0.08,1.93
1516,2022-02-25,21738.871,3.8,284.535,0.08,1.93
1517,2022-02-26,21738.871,3.8,284.535,0.08,1.93
1518,2022-02-27,21738.871,3.8,284.535,0.08,1.93
1519,2022-02-28,21738.871,3.8,284.535,0.08,1.93
1520,2022-03-01,21738.871,3.6,287.553,0.2,2.13
1521,2022-03-02,21738.871,3.6,287.553,0.2,2.13
1522,2022-03-03,21738.871,3.6,287.553,0.2,2.13
1523,2022-03-04,21738.871,3.6,287.553,0.2,2.13
1524,2022-03-05,21738.871,3.6,287.553,0.2,2.13
1525,2022-03-06,21738.871,3.6,287.553,0.2,2.13
1526,2022-03-07,21738.871,3.6,287.553,0.2,2.13
1527,2022-03-08,21738.871,3.6,287.553,0.2,2.13
1528,2022-03-09,21738.871,3.6,287.553,0.2,2.13
1529,2022-03-10,21738.871,3.6,287.553,0.2,2.13
1530,2022-03-11,21738.871,3.6,287.553,0.2,2.13
1531,2022-03-12,21738.871,3.6,287.553,0.2,2.13
1532,2022-03-13,21738.871,3.6,287.553,0.2,2.13
1533,2022-03-14,21738.871,3.6,287.553,0.2,2.13
1534,2022-03-15,21738.871,3.6,287.553,0.2,2.13
1535,2022-03-16,21738.871,3.6,287.553,0.2,2.13
1536,2022-03-17,21738.871,3.6,287.553,0.2,2.13
1537,2022-03-18,21738.871,3.6,287.553,0.2,2.13
1538,2022-03-19,21738.871,3.6,287.553,0.2,2.13
1539,2022-03-20,21738.871,3.6,287.553,0.2,2.13
1540,2022-03-21,21738.871,3.6,287.553,0.2,2.13
1541,2022-03-22,21738.871,3.6,287.553,0.2,2.13
1542,2022-03-23,21738.871,3.6,287.553,0.2,2.13
1543,2022-03-24,21738.871,3.6,287.553,0.2,2.13
1544,2022-03-25,21738.871,3.6,287.553,0.2,2.13
1545,2022-03-26,21738.871,3.6,287.553,0.2,2.13
1546,2022-03-27,21738.871,3.6,287.553,0.2,2.13
1547,2022-03-28,21738.871,3.6,287.553,0.2,2.13
1548,2022-03-29,21738.871,3.6,287.553,0.2,2.13
1549,2022-03-30,21738.871,3.6,287.553,0.2,2.13
1550,2022-03-31,21738.871,3.6,287.553,0.2,2.13
1551,2022-04-01,21708.16,3.7,288.764,0.33,2.75
1552,2022-04-02,21708.16,3.7,288.764,0.33,2.75
1553,2022-04-03,21708.16,3.7,288.764,0.33,2.75
1554,2022-04-04,21708.16,3.7,288.764,0.33,2.75
1555,2022-04-05,21708.16,3.7,288.764,0.33,2.75
1556,2022-04-06,21708.16,3.7,288.764,0.33,2.75
1557,2022-04-07,21708.16,3.7,288.764,0.33,2.75
1558,2022-04-08,21708.16,3.7,288.764,0.33,2.75
1559,2022-04-09,21708.16,3.7,288.764,0.33,2.75
1560,2022-04-10,21708.16,3.7,288.764,0.33,2.75
1561,2022-04-11,21708.16,3.7,288.764,0.33,2.75
1562,2022-04-12,21708.16,3.7,288.764,0.33,2.75
1563,2022-04-13,21708.16,3.7,288.764,0.33,2.75
1564,2022-04-14,21708.16,3.7,288.764,0.33,2.75
1565,2022-04-15,21708.16,3.7,288.764,0.33,2.75
1566,2022-04-16,21708.16,3.7,288.764,0.33,2.75
1567,2022-04-17,21708.16,3.7,288.764,0.33,2.75
1568,2022-04-18,21708.16,3.7,288.764,0.33,2.75
1569,2022-04-19,21708.16,3.7,288.764,0.33,2.75
1570,2022-04-20,21708.16,3.7,288.764,0.33,2.75
1571,2022-04-21,21708.16,3.7,288.764,0.33,2.75
1572,2022-04-22,21708.16,3.7,288.764,0.33,2.75
1573,2022-04-23,21708.16,3.7,288.764,0.33,2.75
1574,2022-04-24,21708.16,3.7,288.764,0.33,2.75
1575,2022-04-25,21708.16,3.7,288.764,0.33,2.75
1576,2022-04-26,21708.16,3.7,288.764,0.33,2.75
1577,2022-04-27,21708.16,3.7,288.764,0.33,2.75
1578,2022-04-28,21708.16,3.7,288.764,0.33,2.75
1579,2022-04-29,21708.16,3.7,288.764,0.33,2.75
1580,2022-04-30,21708.16,3.7,288.764,0.33,2.75
1581,2022-05-01,21708.16,3.6,291.359,0.77,2.9
1582,2022-05-02,21708.16,3.6,291.359,0.77,2.9
1583,2022-05-03,21708.16,3.6,291.359,0.77,2.9
1584,2022-05-04,21708.16,3.6,291.359,0.77,2.9
1585,2022-05-05,21708.16,3.6,291.359,0.77,2.9
1586,2022-05-06,21708.16,3.6,291.359,0.77,2.9
1587,2022-05-07,21708.16,3.6,291.359,0.77,2.9
1588,2022-05-08,21708.16,3.6,291.359,0.77,2.9
1589,2022-05-09,21708.16,3.6,291.359,0.77,2.9
1590,2022-05-10,21708.16,3.6,291.359,0.77,2.9
1591,2022-05-11,21708.16,3.6,291.359,0.77,2.9
1592,2022-05-12,21708.16,3.6,291.359,0.77,2.9
1593,2022-05-13,21708.16,3.6,291.359,0.77,2.9
1594,2022-05-14,21708.16,3.6,291.359,0.77,2.9
1595,2022-05-15,21708.16,3.6,291.359,0.77,2.9
1596,2022-05-16,21708.16,3.6,291.359,0.77,2.9
1597,2022-05-17,21708.16,3.6,291.359,0.77,2.9
1598,2022-05-18,21708.16,3.6,291.359,0.77,2.9
1599,2022-05-19,21708.16,3.6,291.359,0.77,2.9
1600,2022-05-20,21708.16,3.6,291.359,0.77,2.9
1601,2022-05-21,21708.16,3.6,291.359,0.77,2.9
1602,2022-05-22,21708.16,3.6,291.359,0.77,2.9
1603,2022-05-23,21708.16,3.6,291.359,0.77,2.9
1604,2022-05-24,21708.16,3.6,291.359,0.77,2.9
1605,2022-05-25,21708.16,3.6,291.359,0.77,2.9
1606,2022-05-26,21708.16,3.6,291.359,0.77,2.9
1607,2022-05-27,21708.16,3.6,291.359,0.77,2.9
1608,2022-05-28,21708.16,3.6,291.359,0.77,2.9
1609,2022-05-29,21708.16,3.6,291.359,0.77,2.9
1610,2022-05-30,21708.16,3.6,291.359,0.77,2.9
1611,2022-05-31,21708.16,3.6,291.359,0.77,2.9
1612,2022-06-01,21708.16,3.6,294.996,1.21,3.14
1613,2022-06-02,21708.16,3.6,294.996,1.21,3.14
1614,2022-06-03,21708.16,3.6,294.996,1.21,3.14
1615,2022-06-04,21708.16,3.6,294.996,1.21,3.14
1616,2022-06-05,21708.16,3.6,294.996,1.21,3.14
1617,2022-06-06,21708.16,3.6,294.996,1.21,3.14
1618,2022-06-07,21708.16,3.6,294.996,1.21,3.14
1619,2022-06-08,21708.16,3.6,294.996,1.21,3.14
1620,2022-06-09,21708.16,3.6,294.996,1.21,3.14
1621,2022-06-10,21708.16,3.6,294.996,1.21,3.14
1622,2022-06-11,21708.16,3.6,294.996,1.21,3.14
1623,2022-06-12,21708.16,3.6,294.996,1.21,3.14
1624,2022-06-13,21708.16,3.6,294.996,1.21,3.14
1625,2022-06-14,21708.16,3.6,294.996,1.21,3.14
1626,2022-06-15,21708.16,3.6,294.996,1.21,3.14
1627,2022-06-16,21708.16,3.6,294.996,1.21,3.14
1628,2022-06-17,21708.16,3.6,294.996,1.21,3.14
1629,2022-06-18,21708.16,3.6,294.996,1.21,3.14
1630,2022-06-19,21708.16,3.6,294.996,1.21,3.14
1631,2022-06-20,21708.16,3.6,294.996,1.21,3.14
1632,2022-06-21,21708.16,3.6,294.996,1.21,3.14
